"","x"
"age1",0.0618351326008219
"age2",4.85239930623725
"eGFR1",0.367009787233172
"eGFR2",-4.25498097281476
"acr1",0.00571540181774885
"acr2",0.00849236123318708
"male",0.415872750119065
