"hazard","time"
116.37601433011,0.0027378507871321
173.125042186217,0.0054757015742642
226.506067184489,0.0082135523613963
258.619228831227,0.0109514031485284
287.221435273812,0.0136892539356605
332.037624795425,0.0164271047227926
384.205132771222,0.0191649555099247
414.853792204659,0.0219028062970568
434.708675234087,0.0246406570841889
454.584016323363,0.027378507871321
472.668065381932,0.0301163586584531
499.80679730977,0.0328542094455852
528.798593095312,0.0355920602327173
561.479988190338,0.0383299110198494
590.586102007955,0.0410677618069815
608.812042069345,0.0438056125941136
623.416374820125,0.0465434633812457
638.031382830968,0.0492813141683778
643.515595481623,0.0520191649555099
669.135967207996,0.054757015742642
691.143265814492,0.0574948665297741
705.845421951842,0.0602327173169062
722.409582388966,0.0629705681040383
737.142284907979,0.0657084188911704
757.425649049345,0.0684462696783025
777.727558666652,0.0711841204654346
801.742264808111,0.0739219712525667
825.784611741539,0.0766598220396988
848.014266600557,0.0793976728268309
870.294824086061,0.082135523613963
885.167355315739,0.0848733744010951
890.747822570703,0.0876112251882272
911.229804470785,0.0903490759753593
928.006355449147,0.0930869267624914
963.492540556202,0.0958247775496235
985.960271910863,0.0985626283367557
999.07733238869,0.101300479123888
1015.9564966566,0.10403832991102
1038.51304070446,0.106776180698152
1061.13256081053,0.109514031485284
1070.57900817044,0.112251882272416
1091.39056024861,0.114989733059548
1117.94119786588,0.11772758384668
1125.5447362709,0.120465434633812
1152.17817544019,0.123203285420945
1167.40941120681,0.125941136208077
1176.93490322572,0.128678986995209
1203.64267662838,0.131416837782341
1228.50427768411,0.134154688569473
1253.41329226431,0.136892539356605
1268.76335786703,0.139630390143737
1293.74885925579,0.142368240930869
1314.91507559344,0.145106091718001
1336.10566016362,0.147843942505133
1355.39195083941,0.150581793292266
1386.3052300545,0.153319644079398
1407.58931852436,0.15605749486653
1430.84538574451,0.158795345653662
1440.54826134218,0.161533196440794
1459.96504760798,0.164271047227926
1479.40073648793,0.167008898015058
1498.86036098755,0.16974674880219
1520.29454102477,0.172484599589322
1545.6621923339,0.175222450376454
1563.25673357705,0.177960301163587
1574.99838951862,0.180698151950719
1580.88014299298,0.183436002737851
1600.4925590547,0.186173853524983
1624.03925930159,0.188911704312115
1643.67682477528,0.191649555099247
1655.46540347614,0.194387405886379
1673.16276909862,0.197125256673511
1694.82130968541,0.199863107460643
1710.59117289519,0.202600958247775
1728.35613829209,0.205338809034908
1740.21034768219,0.20807665982204
1765.9261521588,0.210814510609172
1785.73147215683,0.213552361396304
1809.52762865273,0.216290212183436
1817.46754174841,0.219028062970568
1831.37250561674,0.2217659137577
1853.23746627069,0.224503764544832
1885.07498671734,0.227241615331964
1906.98858373703,0.229979466119097
1922.93968993898,0.232717316906229
1940.90371829581,0.235455167693361
1968.87406082519,0.238193018480493
1988.87539109523,0.240930869267625
